source,item,created,modified,accessed,confidence
Mounted Evidence,I:\Program Files\Windows Defender\NisSrv.exe,2017-09-29 14:41:19,2017-09-29 14:41:19,2017-09-29 14:41:19,High
Mounted Evidence,I:\Program Files\Windows Defender\NisWfp.dll,2017-09-29 14:41:19,2017-09-29 14:41:19,2017-09-29 14:41:19,High
Mounted Evidence,I:\Program Files\Windows Defender\ProtectionManagement.dll,2017-09-29 14:41:19,2017-09-29 14:41:19,2017-09-29 14:41:19,High
Mounted Evidence,I:\Program Files\Windows Defender\ProtectionManagement.mof,2017-09-29 14:41:19,2017-09-29 14:41:19,2017-09-29 14:41:19,High
Mounted Evidence,I:\Program Files\Windows Defender\ProtectionManagement_Uninstall.mof,2017-09-29 14:41:19,2017-09-29 14:41:19,2017-09-29 14:41:19,High
Mounted Evidence,I:\Program Files\Windows Defender\shellext.dll,2017-09-29 14:41:19,2017-09-29 14:41:19,2017-09-29 14:41:19,High
Mounted Evidence,I:\Program Files\Windows Defender\ThirdPartyNotices.txt,2017-09-29 14:41:19,2017-09-29 14:41:19,2017-09-29 14:41:19,High
Mounted Evidence,I:\Program Files\Windows Defender\Offline\EppManifest.dll,2017-09-29 14:41:19,2017-09-29 14:41:19,2017-09-29 14:41:19,High
Mounted Evidence,I:\Program Files\Windows Defender\Offline\MsMpCom.dll,2017-09-29 14:41:19,2017-09-29 14:41:19,2017-09-29 14:41:19,High
Mounted Evidence,I:\Program Files\Windows Defender\Offline\MsMpLics.dll,2017-09-29 14:41:19,2017-09-29 14:41:19,2017-09-29 14:41:19,High
Mounted Evidence,I:\Program Files\Windows Defender\Offline\OfflineScannerShell.exe,2017-09-29 14:41:19,2017-09-29 14:41:19,2017-09-29 14:41:19,High
Mounted Evidence,I:\Program Files\windows nt\accessories\wordpad.exe,2017-09-29 14:41:40,2017-09-29 14:41:40,2017-09-29 14:41:40,High
Mounted Evidence,I:\Program Files\windows nt\accessories\WordpadFilter.dll,2017-09-29 14:41:40,2017-09-29 14:41:40,2017-09-29 14:41:40,High
Mounted Evidence,I:\Program Files\Windows Defender\wdnsfltrps.dll,2017-09-29 14:41:41,2017-09-29 14:41:41,2017-09-29 14:41:41,High
Mounted Evidence,I:\Program Files\Common Files\Services\verisign.bmp,2017-09-29 14:41:49,2017-09-29 14:41:49,2017-09-29 14:41:49,High
Mounted Evidence,I:\Program Files\Common Files\system\wab32.dll,2017-09-29 14:41:49,2017-09-29 14:41:49,2017-09-29 14:41:49,High
Mounted Evidence,I:\Program Files\Common Files\system\wab32res.dll,2017-09-29 14:41:49,2017-09-29 14:41:49,2017-09-29 14:41:49,High
Mounted Evidence,I:\Program Files\Windows Mail\wab.exe,2017-09-29 14:41:49,2017-09-29 14:41:49,2017-09-29 14:41:49,High
Mounted Evidence,I:\Program Files\Windows Mail\wabimp.dll,2017-09-29 14:41:49,2017-09-29 14:41:49,2017-09-29 14:41:49,High
Mounted Evidence,I:\Program Files\Windows Mail\wabmig.exe,2017-09-29 14:41:49,2017-09-29 14:41:49,2017-09-29 14:41:49,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\msadds.dll,2017-09-29 14:41:50,2017-09-29 14:41:50,2017-09-29 14:41:50,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\msaddsr.dll,2017-09-29 14:41:50,2017-09-29 14:41:50,2017-09-29 14:41:50,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\msdarem.dll,2017-09-29 14:41:50,2017-09-29 14:41:50,2017-09-29 14:41:50,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\msdaremr.dll,2017-09-29 14:41:50,2017-09-29 14:41:50,2017-09-29 14:41:50,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\msdfmap.dll,2017-09-29 14:41:50,2017-09-29 14:41:50,2017-09-29 14:41:50,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\msdaosp.dll,2017-09-29 14:41:50,2017-09-29 14:41:50,2017-09-29 14:41:50,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\msdaps.dll,2017-09-29 14:41:50,2017-09-29 14:41:50,2017-09-29 14:41:50,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msado20.tlb,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msado21.tlb,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msado25.tlb,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msado26.tlb,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msado27.tlb,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msado28.tlb,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msado60.tlb,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msadomd28.tlb,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msador15.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msadrh15.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\adcjavas.inc,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\adcvbs.inc,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\msadce.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\msadcer.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\msadco.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\msadcor.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\msdaprsr.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\msadc\msdaprst.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\msdasql.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\msdasqlr.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\msdatl3.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\msxactps.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\oledb32.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\oledb32r.dll,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\oledbjvs.inc,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\oledbvbs.inc,2017-09-29 14:41:51,2017-09-29 14:41:51,2017-09-29 14:41:51,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\he-IL\tipresx.dll.mui,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\hr-HR\tipresx.dll.mui,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\hu-HU\tipresx.dll.mui,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\it-IT\tipresx.dll.mui,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\ja-JP\tipresx.dll.mui,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\ko-KR\tipresx.dll.mui,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\lt-LT\tipresx.dll.mui,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\lv-LV\tipresx.dll.mui,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\sr-Latn-RS\tipresx.dll.mui,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\zh-TW\tipresx.dll.mui,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\adojavas.inc,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\adovbs.inc,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msader15.dll,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msador28.tlb,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\system\ado\msadox28.tlb,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\sqloledb.dll,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\sqloledb.rll,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\sqlxmlx.dll,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\system\ole db\sqlxmlx.rll,2017-09-29 14:41:52,2017-09-29 14:41:52,2017-09-29 14:41:52,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\cs-CZ\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\da-DK\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\de-DE\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\el-GR\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\en-GB\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\en-US\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\es-ES\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\es-MX\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\et-EE\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fi-FI\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fr-CA\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fr-FR\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\zh-CN\tipresx.dll.mui,2017-09-29 14:41:53,2017-09-29 14:41:53,2017-09-29 14:41:53,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\ar-SA\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\bg-BG\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\nb-NO\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\nl-NL\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\pl-PL\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\pt-BR\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\pt-PT\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\ro-RO\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\ru-RU\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\sk-SK\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\sl-SI\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\sv-SE\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\th-TH\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\tr-TR\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\uk-UA\tipresx.dll.mui,2017-09-29 14:41:54,2017-09-29 14:41:54,2017-09-29 14:41:54,High
Mounted Evidence,I:\Program Files\Windows Security\BrowserCore\BrowserCore.exe,2017-09-29 14:41:58,2017-09-29 14:41:58,2017-09-29 14:41:58,High
Mounted Evidence,I:\Program Files\Windows Security\BrowserCore\manifest.json,2017-09-29 14:41:58,2017-09-29 14:41:58,2017-09-29 14:41:58,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\Microsoft.Ink.dll,2017-09-29 14:42:00,2017-09-29 14:42:00,2017-09-29 14:42:00,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\mshwgst.dll,2017-09-29 14:42:00,2017-09-29 14:42:00,2017-09-29 14:42:00,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\tipresx.dll,2017-09-29 14:42:00,2017-09-29 14:42:00,2017-09-29 14:42:00,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\tpcps.dll,2017-09-29 14:42:00,2017-09-29 14:42:00,2017-09-29 14:42:00,High
Mounted Evidence,I:\Program Files\windows nt\tabletextservice\TableTextServiceDaYi.txt,2017-09-29 14:42:00,2017-09-29 14:42:00,2017-09-29 14:42:00,High
Mounted Evidence,I:\Program Files\windows nt\tabletextservice\TableTextServiceYi.txt,2017-09-29 14:42:00,2017-09-29 14:42:00,2017-09-29 14:42:00,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\InkDiv.dll,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\InkObj.dll,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\rtscom.dll,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\tabskb.dll,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\auxpad.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\insert.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\keypad.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\oskclearui.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\oskmenu.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\osknav.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\osknumpad.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\oskpred.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\symbols.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\auxpad\auxbase.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\insert\insertbase.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\keypad\ea.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\keypad\keypadbase.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\keypad\kor-kor.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\base.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\baseAltGr_rtl.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\base_altgr.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\base_ca.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\base_heb.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\base_jpn.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\base_kor.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\base_rtl.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\ja-jp.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\ko-kr.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\zh-changjei.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\zh-dayi.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\main\zh-phonetic.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\oskclearui\oskclearuibase.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\oskmenu\oskmenubase.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\osknav\osknavbase.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\osknumpad\osknumpadbase.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\oskpred\oskpredbase.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\symbols\ea-sym.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\symbols\ja-jp-sym.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\fsdefinitions\symbols\symbase.xml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\LanguageModel\chstic.dgml,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\windows nt\tabletextservice\TableTextService.dll,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\windows nt\tabletextservice\TableTextServiceAmharic.txt,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\windows nt\tabletextservice\TableTextServiceArray.txt,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\windows nt\tabletextservice\TableTextServiceTigrinya.txt,2017-09-29 14:42:01,2017-09-29 14:42:01,2017-09-29 14:42:01,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\MSInfo\msinfo32.exe,2017-09-29 14:42:06,2017-09-29 14:42:06,2017-09-29 14:42:06,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\FlickAnimation.avi,2017-09-29 14:42:30,2017-09-29 15:43:00,2017-09-29 15:43:00,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\FlickLearningWizard.exe,2017-09-29 14:42:30,2017-09-29 15:43:00,2017-09-29 15:43:00,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\hwrcommonlm.dat,2017-09-29 14:42:30,2017-09-29 15:43:12,2017-09-29 15:43:12,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\hwrlatinlm.dat,2017-09-29 14:42:30,2017-09-29 15:43:12,2017-09-29 15:43:12,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\micaut.dll,2017-09-29 14:42:30,2017-09-29 15:43:00,2017-09-29 15:43:00,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\mip.exe,2017-09-29 14:42:30,2017-09-29 15:43:02,2017-09-29 15:43:02,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\mraut.dll,2017-09-29 14:42:30,2017-09-29 15:43:08,2017-09-29 15:43:08,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\mshwLatin.dll,2017-09-29 14:42:30,2017-09-29 15:43:12,2017-09-29 15:43:12,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\tiptsf.dll,2017-09-29 14:42:30,2017-09-29 15:43:06,2017-09-29 15:43:06,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\Alphabet.xml,2017-09-29 14:42:31,2017-09-29 15:43:12,2017-09-29 15:43:12,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\Content.xml,2017-09-29 14:42:31,2017-09-29 15:43:12,2017-09-29 15:43:12,High
Mounted Evidence,I:\Program Files\Common Files\microsoft shared\ink\InputPersonalization.exe,2017-09-29 14:42:31,2017-09-29 15:43:12,2017-09-29 15:43:12,High
